"Start_Date","End_Date","Station","Parent_Trail_LongName","Segment","Survey_Start_Time","Survey_End_Time","Surveyors","Parent_Trail","Seg_dist_m","Snake_ID","Distance_From_Trail_m","Diet_Type","Diet_Type_3categories","Family","Genus","Species","Common_Name","Temperature_at_Time_of_Detection","Humidity_at_Time_of_Detection"
2025-07-09,2025-07-09,"YRS","Coca-Ceiba","COCA-01","8:45 PM","9:34 PM","O,J","Coca",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-09,2025-07-09,"YRS","Coca-Ceiba","CEIB-02","8:45 PM","9:34 PM","O,J","Ceiba",463,"SK96",0.2,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",71.8,96.8
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","PANT-01","8:18 PM","10:59 PM","O,J,JP","Pantano",103,"SK93",0,"no_mammals","no_mammals","Colubridae","Dipsas","catesbyi","Catesby's_Snail_Eater",75.5,96.8
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","NAPO-01","8:18 PM","10:59 PM","O,J,JP","Napo",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","NAPO-02","8:18 PM","10:59 PM","O,J,JP","Napo",419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","NAPO-03","8:18 PM","10:59 PM","O,J,JP","Napo",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","BARI-02","8:18 PM","10:59 PM","O,J,JP","Bariso",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","TIMA-01","8:18 PM","10:59 PM","O,J,JP","Timatai",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","TINA-02","8:18 PM","10:59 PM","O,J,JP","Tinamou",509,"SK94",2.3,"consumes_mammals","mostly_mammals","Boidae","Corallus","hortulanus","Amazon_Tree_Boa",74.4,97.9
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","TINA-02","8:18 PM","10:59 PM","O,J,JP","Tinamou",509,"SK95",1.7,"no_mammals","no_mammals","Colubridae","Xenoxybelis","argenteus","Striped_Sharpnose_Snake",76.9,93.9
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","TINA-01","8:18 PM","10:59 PM","O,J,JP","Tinamou",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","BOTA-02","8:18 PM","10:59 PM","O,J,JP","Botanico",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","BOTA-03","8:18 PM","10:59 PM","O,J,JP","Botanico",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","GRFI-01","8:18 PM","10:59 PM","O,J,JP","Gran Ficus",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-08,2025-07-08,"YRS","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","BOTA-01","8:18 PM","10:59 PM","O,J,JP","Botanico",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","TORR-01","8:26 PM","11:02 PM","O,J,JP","Torre",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","FPPE-06","8:26 PM","11:02 PM","O,J,JP","Forest Plot Perimeter",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","FPPE-03","8:26 PM","11:02 PM","O,J,JP","Forest Plot Perimeter",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","FPIN-01","8:26 PM","11:02 PM","O,J,JP","Forest Plot Interior",1053,"SK92",3.5,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",74,94.8
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","FPPE-05","8:26 PM","11:02 PM","O,J,JP","Forest Plot Perimeter",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-07,2025-07-07,"YRS","Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","FPPE-01","8:26 PM","11:02 PM","O,J,JP","Forest Plot Perimeter",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","YCHO-01","8:13 PM","10:38 PM","O,J,JP","Chorongo",1230,"SK90",2.6,"no_mammals","no_mammals","Colubridae","Drepanoides","anomalus","Black-collared_Snake",75,95.7
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","KINK-01","8:13 PM","10:38 PM","O,J,JP","Kinkajou",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","NAPO-05","8:13 PM","10:38 PM","O,J,JP","Napo",243,"SK91",2.8,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",77.3,94
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","TUCA-01","8:13 PM","10:38 PM","O,J,JP","Tucan",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","GARZ-02","8:13 PM","10:38 PM","O,J,JP","Garza",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-06,2025-07-06,"YRS","Chorongo-Kinkajou-Napo-Tucan-Garza-Napo","NAPO-06","8:13 PM","10:38 PM","O,J,JP","Napo",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","COCA-01","8:26 PM","11:30 PM","O,J,JP","Coca",301,"SK86",2.3,"no_mammals","no_mammals","Colubridae","Chironius","multiventris","South_American_Sipo",76.8,91.3
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","COCA-01","8:26 PM","11:30 PM","O,J,JP","Coca",301,"SK87",11.5,"consumes_mammals","mostly_mammals","Boidae","Corallus","hortulanus","Amazon_Tree_Boa",76.8,91.3
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","COCA-01","8:26 PM","11:30 PM","O,J,JP","Coca",301,"SK88",3.5,"consumes_mammals","mixed","Colubridae","Oxyrhopus","occipitalis","Yellow-headed_Flame_Snake",74.6,92.5
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","COCA-01","8:26 PM","11:30 PM","O,J,JP","Coca",301,"SK89",4.4,"consumes_mammals","mostly_mammals","Boidae","Corallus","hortulanus","Amazon_Tree_Boa",75.6,93.3
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","CEIB-02","8:26 PM","11:30 PM","O,J,JP","Ceiba",463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","PERU-01","8:26 PM","11:30 PM","O,J,JP","Peru",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","PERU-02","8:26 PM","11:30 PM","O,J,JP","Peru",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","PERU-03","8:26 PM","11:30 PM","O,J,JP","Peru",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","TIPU-01","8:26 PM","11:30 PM","O,J,JP","Tiputini",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","PERU-04","8:26 PM","11:30 PM","O,J,JP","Peru",259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-05,2025-07-05,"YRS","Coca-Ceiba-Peru-Tiputini-Peru","PERU-05","8:26 PM","11:30 PM","O,J,JP","Peru",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-04,2025-07-04,"YRS","Forest Plot Perimeter","FPPE-03","8:21 PM","11:39 PM","O,J,JP","Forest Plot Perimeter",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-04,2025-07-04,"YRS","Forest Plot Perimeter","FPPE-04","8:21 PM","11:39 PM","O,J,JP","Forest Plot Perimeter",662,"SK84",8.5,"consumes_mammals","mostly_mammals","Boidae","Corallus","hortulanus","Amazon_Tree_Boa",74.2,95
2025-07-04,2025-07-04,"YRS","Forest Plot Perimeter","FPPE-05","8:21 PM","11:39 PM","O,J,JP","Forest Plot Perimeter",291,"SK85",1.5,"no_mammals","no_mammals","Colubridae","Xenoxybelis","argenteus","Striped_Sharpnose_Snake",72,95.9
2025-07-04,2025-07-04,"YRS","Forest Plot Perimeter","FPPE-02","8:21 PM","11:39 PM","O,J,JP","Forest Plot Perimeter",2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-02,2025-07-02,"TBS","Anaconda-Lago","ANAC-01","8:06 PM","10:53 PM","O,J,JP","Anaconda",388,"SK83",5.2,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",73.2,93.2
2025-07-02,2025-07-02,"TBS","Anaconda-Lago","LAGO-02","8:06 PM","10:53 PM","O,J,JP","Lago",1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-02,2025-07-02,"TBS","Anaconda-Lago","LAGO-01","8:06 PM","10:53 PM","O,J,JP","Lago",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-01,2025-07-01,"TBS","Harpia Plot-Harpia","HAPL-01","8:48 PM","11:22 PM","O,J,JP","Harpia Plot",2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-01,2025-07-01,"TBS","Harpia Plot-Harpia","HARP-01","8:48 PM","11:22 PM","O,J,JP","Harpia",483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUMA-01","8:12 PM","11:15 PM","O,J,JP","Puma",750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-01","8:12 PM","11:15 PM","O,J,JP","Puma Plot",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-02","8:12 PM","11:15 PM","O,J,JP","Puma Plot",652,"SK82",2.8,"consumes_mammals","mostly_mammals","Boidae","Corallus","hortulanus","Amazon_Tree_Boa",79.3,92.5
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-04","8:12 PM","11:15 PM","O,J,JP","Puma Plot",411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-07","8:12 PM","11:15 PM","O,J,JP","Puma Plot",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-05","8:12 PM","11:15 PM","O,J,JP","Puma Plot",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-06","8:12 PM","11:15 PM","O,J,JP","Puma Plot",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-10","8:12 PM","11:15 PM","O,J,JP","Puma Plot",248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-30,2025-06-30,"TBS","Puma-Puma Plot","PUPL-12","8:12 PM","11:15 PM","O,J,JP","Puma Plot",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","MAPO-01","8:08 PM","11:03 PM","O,J,JP","Matapalo",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","MAPO-02","8:08 PM","11:03 PM","O,J,JP","Matapalo",170,"SK79",2,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",76.6,96.8
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","MANU-01","8:08 PM","11:03 PM","O,J,JP","Numa/Matapalo Connector",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","NUMA-02","8:08 PM","11:03 PM","O,J,JP","Numa",268,"SK80",2.4,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",75.7,93.4
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","CHIO-03","8:08 PM","11:03 PM","O,J,JP","Chichico",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","CHIO-02","8:08 PM","11:03 PM","O,J,JP","Chichico",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","CHIO-01","8:08 PM","11:03 PM","O,J,JP","Chichico",609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","MAPO-06","8:08 PM","11:03 PM","O,J,JP","Matapalo",359,"SK81",2.2,"consumes_mammals","mixed","Colubridae","Chironius","fuscus","Brown_Sipo",74.8,96.9
2025-06-29,2025-06-29,"TBS","Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa","NUMA-01","8:08 PM","11:03 PM","O,J,JP","Numa",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-28,2025-06-28,"TBS","Guacamayo-Puma-Harpia-Chorongo","GUAC-03","8:17 PM","10:36 PM","O,J,JP","Guacamayo",279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-28,2025-06-28,"TBS","Guacamayo-Puma-Harpia-Chorongo","PUMA-01","8:17 PM","10:36 PM","O,J,JP","Puma",750,"SK77",1.6,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",74.2,95.1
2025-06-28,2025-06-28,"TBS","Guacamayo-Puma-Harpia-Chorongo","PUMA-02","8:17 PM","10:36 PM","O,J,JP","Puma",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-28,2025-06-28,"TBS","Guacamayo-Puma-Harpia-Chorongo","HARP-05","8:17 PM","10:36 PM","O,J,JP","Harpia",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-28,2025-06-28,"TBS","Guacamayo-Puma-Harpia-Chorongo","TCHO-01","8:17 PM","10:36 PM","O,J,JP","Chorongo",481,"SK78",3.8,"no_mammals","no_mammals","Elapidae","Micrurus","helleri","Western_Ribbon_Coralsnake",75.4,95
2025-06-27,2025-06-27,"TBS","Guacamayo-Danta-Lago","GUAC-01","8:10 PM","10:04 PM","O,J,JP","Guacamayo",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-27,2025-06-27,"TBS","Guacamayo-Danta-Lago","GUAC-02","8:10 PM","10:04 PM","O,J,JP","Guacamayo",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-27,2025-06-27,"TBS","Guacamayo-Danta-Lago","DANT-01","8:10 PM","10:04 PM","O,J,JP","Danta",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-27,2025-06-27,"TBS","Guacamayo-Danta-Lago","LAGO-01","8:10 PM","10:04 PM","O,J,JP","Lago",719,"SK76",4.5,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",79.9,87.6
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-01","8:01 PM","10:51 PM","O,J,JP","Matapalo",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-02","8:01 PM","10:51 PM","O,J,JP","Matapalo",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-03","8:01 PM","10:51 PM","O,J,JP","Matapalo",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MURC-01","8:01 PM","10:51 PM","O,J,JP","Murcielago",156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MURC-02","8:01 PM","10:51 PM","O,J,JP","Murcielago",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","PUEN-01","8:01 PM","10:51 PM","O,J,JP","Puentes",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MUPO-01","8:01 PM","10:51 PM","O,J,JP","Murcielago Pond",410,"SK74",3.6,"no_mammals","no_mammals","Colubridae","Imantodes","cenchoa","Common_Blunt-headed_Tree_Snake",76,92.4
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MUPO-01","8:01 PM","10:51 PM","O,J,JP","Murcielago Pond",410,"SK75",2.6,"no_mammals","no_mammals","Colubridae","Siphlophis","cervinus","Panama_Spotted_Nightsnake",76,92.4
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-04","8:01 PM","10:51 PM","O,J,JP","Matapalo",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-05","8:01 PM","10:51 PM","O,J,JP","Matapalo",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","MAPO-06","8:01 PM","10:51 PM","O,J,JP","Matapalo",359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","CHIO-03","8:01 PM","10:51 PM","O,J,JP","Chichico",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-26,2025-06-26,"TBS","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","NUMA-02","8:01 PM","10:51 PM","O,J,JP","Numa",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-25,2025-06-25,"TBS","Harpia Plot-Harpia","HAPL-01","8:00 PM","10:22 PM","O,J,JP","Harpia Plot",2220,"SK73",0,"no_mammals","no_mammals","Colubridae","Helicops","angulatus","Brown-banded_Watersnake",75.5,96.3
2025-06-25,2025-06-25,"TBS","Harpia Plot-Harpia","HARP-01","8:00 PM","10:22 PM","O,J,JP","Harpia",483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
