,Start_Date,Station,Effort_hrs,Meters,Survey_Type,Parent_Trail_LongName,Height_of_Individual,n_frogs,n_sal,n_liz,n_frogs_hr,n_sal_hr,n_liz_hr,mean_relative_humidity,mean_temp_F,mean_understory_leaves
15,7/2/24,YRS,3.183333333,3561,Night,Forest Plot Perimeter,U,1,1,1,0.314136126,0.314136126,0.314136126,85.7,82.49285714,1.769230769
16,7/3/24,YRS,2.933333333,2213,Night,Ceiba-Peru,C,3,0,0,1.022727273,0,0,92.92,85.13,3.1
17,7/3/24,YRS,2.933333333,2213,Night,Ceiba-Peru,G,9,0,0,3.068181818,0,0,92.92,85.13,3.1
18,7/3/24,YRS,2.933333333,2213,Night,Ceiba-Peru,U,8,2,1,2.727272727,0.681818182,0.340909091,92.92,85.13,3.1
19,7/4/24,YRS,2.8,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,6,0,0,2.142857143,0,0,89.01666667,83.55833333,2.545454545
20,7/4/24,YRS,2.8,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,0,2,0,0,0.714285714,0,89.01666667,83.55833333,2.545454545
21,7/6/24,YRS,2.983333333,3561,Night,Forest Plot Perimeter,G,1,0,1,0.335195531,0,0.335195531,93.83333333,83.36666667,1.333333333
22,7/6/24,YRS,2.983333333,3561,Night,Forest Plot Perimeter,U,10,1,1,3.351955307,0.335195531,0.335195531,93.83333333,83.36666667,1.333333333
23,7/8/24,TBS,2.866666667,2790,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,4,0,0,1.395348837,0,0,87.76666667,81.33333333,1.416666667
24,7/10/24,TBS,2.85,1841,Night,Guacamayo-Danta-Lago,C,1,0,0,0.350877193,0,0,94.46666667,85.30833333,1.272727273
25,7/10/24,TBS,2.85,1841,Night,Guacamayo-Danta-Lago,G,1,0,1,0.350877193,0,0.350877193,94.46666667,85.30833333,1.272727273
26,7/10/24,TBS,2.85,1841,Night,Guacamayo-Danta-Lago,U,4,0,2,1.403508772,0,0.701754386,94.46666667,85.30833333,1.272727273
27,7/11/24,TBS,2.816666667,2638,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,2,1,3,0.710059172,0.355029586,1.065088757,82.81666667,81.16666667,2.25
28,7/14/24,TBS,3.233333333,2703,Night,Harpia Plot-Harpia,G,6,0,0,1.855670103,0,0,85.38571429,81.68571429,2.615384615
29,7/14/24,TBS,3.233333333,2703,Night,Harpia Plot-Harpia,U,3,0,1,0.927835052,0,0.309278351,85.38571429,81.68571429,2.615384615
30,7/15/24,TBS,3.466666667,1838,Night,Anaconda-Lago,C,1,0,0,0.288461538,0,0,91.6,83.42142857,2.384615385
31,7/15/24,TBS,3.466666667,1838,Night,Anaconda-Lago,G,7,0,0,2.019230769,0,0,91.6,83.42142857,2.384615385
32,7/15/24,TBS,3.466666667,1838,Night,Anaconda-Lago,U,16,0,1,4.615384615,0,0.288461538,91.6,83.42142857,2.384615385
33,7/17/24,TBS,3.133333333,2772,Night,Puma-Puma Plot,G,2,0,0,0.638297872,0,0,88.95,81.875,1.416666667
34,7/17/24,TBS,3.133333333,2772,Night,Puma-Puma Plot,U,7,0,3,2.234042553,0,0.957446809,88.95,81.875,1.416666667
35,7/18/24,TBS,2.833333333,2926,Night,Harpia Plot-Harpia-Matapalo,G,2,0,0,0.705882353,0,0,90.21666667,84.18333333,2.363636364
36,7/18/24,TBS,2.833333333,2926,Night,Harpia Plot-Harpia-Matapalo,U,4,0,1,1.411764706,0,0.352941176,90.21666667,84.18333333,2.363636364
37,7/20/24,TBS,3.75,3217,Night,Puma-Puma Plot,G,3,0,0,0.8,0,0,96.76666667,85.125,1.416666667
38,7/20/24,TBS,3.75,3217,Night,Puma-Puma Plot,U,4,1,1,1.066666667,0.266666667,0.266666667,96.76666667,85.125,1.416666667
39,7/23/24,YRS,2.616666667,1646,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,3,0,1,1.146496815,0,0.382165605,89,83.85,1.444444444
40,7/23/24,YRS,2.616666667,1646,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,6,1,1,2.292993631,0.382165605,0.382165605,89,83.85,1.444444444
41,7/25/24,YRS,2.416666667,2572,Night,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,G,2,0,0,0.827586207,0,0,85.94,82.62,1.888888889
42,7/25/24,YRS,2.416666667,2572,Night,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,U,2,1,2,0.827586207,0.413793103,0.827586207,85.94,82.62,1.888888889
43,7/26/24,YRS,2.866666667,3332,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,7,0,0,2.441860465,0,0,92.51666667,84.85833333,2.5
44,7/26/24,YRS,2.866666667,3332,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,U,8,0,0,2.790697674,0,0,92.51666667,84.85833333,2.5
45,7/28/24,YRS,3.066666667,2213,Night,Peru-Ceiba,U,9,4,3,2.934782609,1.304347826,0.97826087,89.4,82.81666667,2.666666667
46,7/29/24,YRS,2.466666667,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,3,0,0,1.216216216,0,0,92.18,85.02,2.6
47,7/29/24,YRS,2.466666667,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,4,2,0,1.621621622,0.810810811,0,92.18,85.02,2.6
48,7/31/24,YRS,3.25,2110,Night,Torre-Forest Plot North Edge-Forest Plot Interior,G,2,0,0,0.615384615,0,0,93.32857143,85.18571429,2.769230769
49,7/31/24,YRS,3.25,2110,Night,Torre-Forest Plot North Edge-Forest Plot Interior,U,5,2,2,1.538461538,0.615384615,0.615384615,93.32857143,85.18571429,2.769230769
50,8/1/24,YRS,2.2,1646,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,0,0,1,0,0,0.454545455,92.05,83.4125,2.375
51,8/1/24,YRS,2.2,1646,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,4,2,3,1.818181818,0.909090909,1.363636364,92.05,83.4125,2.375
52,6/3/25,TBS,2.266666667,1960,Night,Numa-Chichico,G,9,0,0,3.970588235,0,0,88.6,79.2,2.333333333
53,6/3/25,TBS,2.266666667,1960,Night,Numa-Chichico,U,1,0,3,0.441176471,0,1.323529412,88.6,79.2,2.333333333
54,6/4/25,TBS,2.333333333,1960,Night,Anaconda-Lago,G,2,0,0,0.857142857,0,0,87.18,78.86,1.777777778
55,6/4/25,TBS,2.333333333,1960,Night,Anaconda-Lago,U,3,1,3,1.285714286,0.428571429,1.285714286,87.18,78.86,1.777777778
56,6/6/25,TBS,2.9,2305,Night,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,6,0,0,2.068965517,0,0,92.8,74.78333333,2.1
57,6/6/25,TBS,2.9,2305,Night,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,U,3,2,2,1.034482759,0.689655172,0.689655172,92.8,74.78333333,2.1
58,6/7/25,TBS,2.45,1841,Night,Guacamayo-Danta-Lago,G,7,0,0,2.857142857,0,0,88.81666667,78.18333333,2
59,6/7/25,TBS,2.45,1841,Night,Guacamayo-Danta-Lago,U,8,0,0,3.265306122,0,0,88.81666667,78.18333333,2
60,6/8/25,TBS,2.266666667,3522,Afternoon,Parahuaco,G,8,0,4,3.529411765,0,1.764705882,86.48333333,81.86666667,0.8
61,6/8/25,TBS,2.266666667,3522,Afternoon,Parahuaco,U,0,0,1,0,0,0.441176471,86.48333333,81.86666667,0.8
62,6/9/25,YRS,2.8,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,6,0,0,2.142857143,0,0,89.51666667,78.93333333,1.7
63,6/9/25,YRS,2.8,2501,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,4,1,2,1.428571429,0.357142857,0.714285714,89.51666667,78.93333333,1.7
64,6/10/25,YRS,2.433333333,2213,Night,Ceiba-Peru,G,2,0,0,0.821917808,0,0,86.46666667,79.81666667,1.1
65,6/10/25,YRS,2.433333333,2213,Night,Ceiba-Peru,U,7,1,2,2.876712329,0.410958904,0.821917808,86.46666667,79.81666667,1.1
66,6/11/25,YRS,2.616666667,3732,Afternoon,Forest Plot Perimeter,G,4,0,1,1.52866242,0,0.382165605,82.41666667,83.3,1.636363636
67,6/11/25,YRS,2.616666667,3732,Afternoon,Forest Plot Perimeter,U,0,0,1,0,0,0.382165605,82.41666667,83.3,1.636363636
68,6/12/25,YRS,2.866666667,3332,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,7,0,0,2.441860465,0,0,89.01666667,78.68333333,2.272727273
69,6/12/25,YRS,2.866666667,3332,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,8,1,0,2.790697674,0.348837209,0,89.01666667,78.68333333,2.272727273
70,6/14/25,YRS,2.6,2256,Night,Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus,U,2,1,0,0.769230769,0.384615385,0,92.46,77.32,1.111111111
71,6/15/25,YRS,2.833333333,2572,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,1,0,0,0.352941176,0,0,96.41666667,75.65,1.272727273
72,6/15/25,YRS,2.833333333,2572,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,5,5,2,1.764705882,1.764705882,0.705882353,96.41666667,75.65,1.272727273
73,6/16/25,YRS,0.966666667,1535,Afternoon,Ceiba-Peru-Renacuajo-Mirador,G,1,0,1,1.034482759,0,1.034482759,94.96666667,78.26666667,2
74,6/17/25,YRS,3.3,3561,Night,Forest Plot Perimeter,G,1,0,0,0.303030303,0,0,93.5,75.85714286,2.076923077
75,6/17/25,YRS,3.3,3561,Night,Forest Plot Perimeter,U,4,3,0,1.212121212,0.909090909,0,93.5,75.85714286,2.076923077
76,6/18/25,YRS,2.15,2060,Night,Mirador,C,1,0,0,0.465116279,0,0,94.04,77.94,2.25
77,6/18/25,YRS,2.15,2060,Night,Mirador,G,4,0,1,1.860465116,0,0.465116279,94.04,77.94,2.25
78,6/18/25,YRS,2.15,2060,Night,Mirador,U,7,1,0,3.255813953,0.465116279,0,94.04,77.94,2.25
79,6/20/25,TBS,2.733333333,2638,Night,Guacamayo-Puma-Harpia-Chorongo,G,1,0,0,0.365853659,0,0,88.11666667,77.85,2.666666667
80,6/20/25,TBS,2.733333333,2638,Night,Guacamayo-Puma-Harpia-Chorongo,U,6,0,4,2.195121951,0,1.463414634,88.11666667,77.85,2.666666667
81,6/21/25,TBS,1.216666667,1611,Afternoon,Guacamayo-Danta-Lago,G,3,0,0,2.465753425,0,0,87.45,80.7,2.5
82,6/21/25,TBS,3.166666667,3522,Night,Parahuaco,G,12,0,0,3.789473684,0,0,91.94285714,76.38571429,1.461538462
83,6/21/25,TBS,3.166666667,3522,Night,Parahuaco,U,4,0,6,1.263157895,0,1.894736842,91.94285714,76.38571429,1.461538462
84,6/23/25,TBS,2.5,3221,Afternoon,Harpia-Mata Mata,G,10,0,0,4,0,0,87.56,82.54,2.333333333
85,6/23/25,TBS,2.5,3221,Afternoon,Harpia-Mata Mata,U,1,0,2,0.4,0,0.8,87.56,82.54,2.333333333
86,6/23/25,TBS,2.866666667,2819,Night,Puma-Puma Plot,G,6,0,0,2.093023256,0,0,87.25,81.61666667,1.818181818
87,6/23/25,TBS,2.866666667,2819,Night,Puma-Puma Plot,U,2,1,1,0.697674419,0.348837209,0.348837209,87.25,81.61666667,1.818181818
88,6/25/25,TBS,2.366666667,2819,Night,Harpia Plot-Harpia,U,12,0,1,5.070422535,0,0.422535211,93.26666667,78.51666667,2.3
89,6/26/25,TBS,1.65,1912,Afternoon,Guacamayo,G,7,0,2,4.242424242,0,1.212121212,90.14,81.42,1.875
90,6/26/25,TBS,2.833333333,2768,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,4,0,0,1.411764706,0,0,94.06666667,76.41666667,1.545454545
91,6/26/25,TBS,2.833333333,2768,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,3,0,11,1.058823529,0,3.882352941,94.06666667,76.41666667,1.545454545
92,6/27/25,TBS,1.9,1841,Night,Guacamayo-Danta-Lago,G,1,0,0,0.526315789,0,0,87.38,79.38,2.5
93,6/27/25,TBS,1.9,1841,Night,Guacamayo-Danta-Lago,U,3,1,4,1.578947368,0.526315789,2.105263158,87.38,79.38,2.5
94,6/28/25,TBS,2.316666667,2638,Night,Guacamayo-Puma-Harpia-Chorongo,U,5,1,2,2.158273381,0.431654676,0.863309353,93.91666667,74.95,1.4
95,6/29/25,TBS,2.916666667,3004,Night,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,8,0,0,2.742857143,0,0,93.22857143,75.72857143,2.583333333
96,6/29/25,TBS,2.916666667,3004,Night,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,U,5,1,6,1.714285714,0.342857143,2.057142857,93.22857143,75.72857143,2.583333333
97,6/30/25,TBS,1.05,1744,Afternoon,Harpia,G,3,0,3,2.857142857,0,2.857142857,92.625,79.075,2
98,6/30/25,TBS,1.05,1744,Afternoon,Harpia,U,1,0,0,0.952380952,0,0,92.625,79.075,2
99,6/30/25,TBS,3.05,2826,Night,Puma-Puma Plot,G,5,0,0,1.639344262,0,0,91.9,77.48333333,1.909090909
100,6/30/25,TBS,3.05,2826,Night,Puma-Puma Plot,U,2,0,4,0.655737705,0,1.31147541,91.9,77.48333333,1.909090909
101,7/1/25,TBS,1.233333333,1735,Afternoon,Matapalo-Chichico-Numa,G,3,0,0,2.432432432,0,0,95.225,78.25,2
102,7/1/25,TBS,1.233333333,1735,Afternoon,Matapalo-Chichico-Numa,U,1,0,0,0.810810811,0,0,95.225,78.25,2
103,7/1/25,TBS,2.566666667,2703,Night,Harpia Plot-Harpia,G,8,0,1,3.116883117,0,0.38961039,95.9,76.18333333,1.272727273
104,7/1/25,TBS,2.566666667,2703,Night,Harpia Plot-Harpia,U,6,0,2,2.337662338,0,0.779220779,95.9,76.18333333,1.272727273
105,7/2/25,TBS,2.783333333,2557,Night,Anaconda-Lago,G,4,0,0,1.437125749,0,0,93.73333333,72.53333333,2.272727273
106,7/2/25,TBS,2.783333333,2557,Night,Anaconda-Lago,U,9,1,9,3.233532934,0.359281437,3.233532934,93.73333333,72.53333333,2.272727273
107,7/4/25,YRS,3.3,3561,Night,Forest Plot Perimeter,G,3,0,0,0.909090909,0,0,92.9,73.075,2.5
108,7/4/25,YRS,3.3,3561,Night,Forest Plot Perimeter,U,9,10,4,2.727272727,3.03030303,1.212121212,92.9,73.075,2.5
109,7/5/25,YRS,1.45,2034,Afternoon,Chorongo-Kinkajou-Napo-Tucan,G,2,0,1,1.379310345,0,0.689655172,69.55,81.3,2.142857143
110,7/5/25,YRS,1.45,2034,Afternoon,Chorongo-Kinkajou-Napo-Tucan,U,1,0,0,0.689655172,0,0,69.55,81.3,2.142857143
111,7/5/25,YRS,3.066666667,2628,Night,Coca-Ceiba-Peru-Tiputini-Peru,G,4,0,1,1.304347826,0,0.326086957,92.46666667,73.51666667,3
112,7/5/25,YRS,3.066666667,2628,Night,Coca-Ceiba-Peru-Tiputini-Peru,U,12,4,3,3.913043478,1.304347826,0.97826087,92.46666667,73.51666667,3
113,7/6/25,YRS,2.416666667,2606,Night,Chorongo-Kinkajou-Napo-Tucan-Garza-Napo,G,3,0,1,1.24137931,0,0.413793103,95.81666667,74.71666667,1.2
114,7/6/25,YRS,2.416666667,2606,Night,Chorongo-Kinkajou-Napo-Tucan-Garza-Napo,U,6,1,0,2.482758621,0.413793103,0,95.81666667,74.71666667,1.2
115,7/7/25,YRS,2.6,2572,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,0,0,1,0,0,0.384615385,94.85,75.13333333,2.3
116,7/7/25,YRS,2.6,2572,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,9,12,1,3.461538462,4.615384615,0.384615385,94.85,75.13333333,2.3
117,7/8/25,YRS,2.133333333,2024,Afternoon,Coca-Ceiba-Peru-Renacuajo-Peru,G,9,0,3,4.21875,0,1.40625,92.16666667,76.65,2
118,7/8/25,YRS,2.683333333,2256,Night,Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico,G,2,0,0,0.745341615,0,0,96.2,74.76,3.666666667
119,7/8/25,YRS,2.683333333,2256,Night,Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico,U,10,2,1,3.726708075,0.745341615,0.372670807,96.2,74.76,3.666666667
120,7/11/25,YRS,2.433333333,2626,Night,Gawape-Chorongo-Kinkajou,G,7,0,0,2.876712329,0,0,94.88333333,73.1,2.7
121,7/11/25,YRS,2.433333333,2626,Night,Gawape-Chorongo-Kinkajou,U,7,0,1,2.876712329,0,0.410958904,94.88333333,73.1,2.7
122,7/12/25,YRS,1.533333333,1672,Afternoon,Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,2,0,0,1.304347826,0,0,94.84,76.16,1.428571429
123,7/13/25,YRS,1.833333333,1738,Night,Botanico-Tinamou-Napo-Timatai-Bariso,G,5,0,0,2.727272727,0,0,97.32,72.68,2.125
124,7/13/25,YRS,1.833333333,1738,Night,Botanico-Tinamou-Napo-Timatai-Bariso,U,7,0,1,3.818181818,0,0.545454545,97.32,72.68,2.125
125,7/14/25,YRS,1.75,2305,Afternoon,Gawape-Chorongo,G,4,0,0,2.285714286,0,0,91.9,78.78,1.555555556
126,7/14/25,YRS,2.366666667,2060,Night,Mirador,G,4,0,2,1.690140845,0,0.845070423,96.96666667,76.26666667,2.3
127,7/14/25,YRS,2.366666667,2060,Night,Mirador,U,10,5,0,4.225352113,2.112676056,0,96.96666667,76.26666667,2.3
128,7/15/25,YRS,1.7,2084,Night,Chorongo-Kinkajou-Napo,G,1,0,0,0.588235294,0,0,97.5,75.72,2.75
129,7/15/25,YRS,1.7,2084,Night,Chorongo-Kinkajou-Napo,U,7,3,0,4.117647059,1.764705882,0,97.5,75.72,2.75
130,7/15/25,YRS,1.866666667,1966,Afternoon,Napo-Tinamou-Botanico,G,14,0,1,7.5,0,0.535714286,89.62,80.8,2
131,7/16/25,YRS,2.05,1836,Night,Coca-Ceiba-Peru-Renacuajo-Mirador,G,2,0,0,0.975609756,0,0,97.36,74.28,2.375
132,7/16/25,YRS,2.05,1836,Night,Coca-Ceiba-Peru-Renacuajo-Mirador,U,9,2,2,4.390243902,0.975609756,0.975609756,97.36,74.28,2.375
